Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
66,GrimTheRipper 1,VulnHub,0,Linux,,Medium,2,Web Exploitation,Web Application Exploitation,Weak Credentials (WordPress Bruteforce) → Authenticated RCE (WP Admin Shell Upload) → Kernel Exploit,Recon → Credential Access → Initial Access → Execution → Privilege Escalation,Enumeration; WordPress Exploitation; Password Cracking; Metasploit; Privilege Escalation,Web Enumeration; Brute Force; Remote Code Execution; Kernel Exploitation,1.5-2 hours,1.75,7,Web Application (HTTP)
67,Kioptrix Level 1,VulnHub,0,Linux,"RedHat-based, Legacy Kernel",Easy,1,Network Exploitation,Network Service Exploitation,Samba Buffer Overflow (trans2open),Recon → Initial Access → Execution → Privilege Escalation,Enumeration; Port Scanning; Metasploit; Exploitation,Port Scanning; Service Enumeration; SMB Exploitation; Remote Code Execution,1-1.5 hours,1.25,4,Network Service (SMB)
68,Seattle VM,VulnHub,0,Linux,"Web Server, PHP-based",Easy,1,Web Exploitation,Web Application Exploitation,SQL Injection (Error-based/Blind) → Credential Extraction → Admin Panel Access,Recon → Credential Access → Initial Access,Enumeration; SQL Injection; Burp Suite,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction,1-1.5 hours,1.25,4,Web Application (HTTP)
69,Zorz VM,VulnHub,0,Linux,"Web Server, PHP-based",Easy,1,Web Exploitation,Web Application Exploitation,File Upload Bypass (Extension Filter → Content-Type Bypass → Magic Byte Injection) → Web Shell Upload → Remote Code Execution,Recon → Initial Access → Execution,Enumeration; Directory Bruteforce; File Upload; Webshell; Netcat,File Upload; File Upload Bypass; Webshell Execution,1.5-2 hours,1.75,5,Web Application (HTTP)
70,Pentester Lab SQLi to Shell,VulnHub,0,Linux,"Web Server, PHP-based",Easy,1,Web Exploitation,Web Application Exploitation,SQL Injection (Error-based) → Credential Extraction → Authenticated File Upload Bypass → Web Shell Upload → Remote Code Execution,Recon → Credential Access → Initial Access → Execution,Enumeration; SQL Injection; File Upload; Netcat,SQL Injection; Database Enumeration; File Upload Bypass; Webshell Execution,1.5-2 hours,1.75,6,Web Application (HTTP)
71,Quaoar VM,VulnHub,0,Linux,"Web Server, WordPress, MySQL",Easy,1,Web Exploitation,Web Application Exploitation,Default Credentials (WordPress Admin) → Authenticated Code Injection (Theme Editor) → Web Shell Execution → Credential Reuse (MySQL Root) → Privilege Escalation,Recon → Credential Access → Initial Access → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; WordPress Exploitation; Webshell; Privilege Escalation,Web Enumeration; Credential Extraction; Remote Code Execution; Privilege Escalation,1.5-2 hours,1.75,6,Web Application (HTTP)
72,Pluck VM,VulnHub,0,Linux,"Web Server, PHP, SSH",Medium,2,Web Exploitation,Web Application Exploitation,Local Local File Inclusion (LFI) → Sensitive File Disclosure (Backup Archive) → SSH Key Access → Command Injection (Pdmenu) → Remote Code Execution → Kernel Exploit (Dirty COW) → Privilege Escalation,Recon → Credential Access → Initial Access → Execution → Privilege Escalation,Enumeration; Web Enumeration; Local File Inclusion; SSH Access; Command Injection; Metasploit; Privilege Escalation,Local File Inclusion; Data Extraction; SSH Key Abuse; Command Injection; Kernel Exploitation,2-2.5 hours,2.25,8,Web Application (HTTP)
73,H.A.S.T.E VM,VulnHub,0,Linux,"Web Server, SSI-enabled",Easy,1,Web Exploitation,Web Application Exploitation,Server-Side Includes Injection (SSI Injection) → Arbitrary Command Execution → Remote Code Execution (Reverse Shell),Recon → Initial Access → Execution,Enumeration; Directory Bruteforce; Command Injection; Metasploit; Payload Delivery,Remote Code Execution; Command Execution; Reverse Shell,1-1.5 hours,1.25,4,Web Application (HTTP)
74,Pentester Lab S2-052,VulnHub,0,Linux,"Web Server, Apache Struts",Easy,1,Web Exploitation,Web Application Exploitation,Apache Struts S2-052 Deserialization Vulnerability → Remote Code Execution,Recon → Initial Access → Execution,Enumeration; Port Scanning; Metasploit; Exploit Usage,Web Enumeration; Exploit Usage; Remote Code Execution,1 hour,1,3,Web Application (HTTP)
75,unknowndevice64 v2.0,VulnHub,0,Linux,"Embedded Device, SSH, ADB",Easy,1,Mixed (Web + Network),Mixed Exploitation (Web → SSH/ADB → Privilege Escalation),Default Credentials (Web Interface) → Sensitive File Disclosure (SSH Private Key) → SSH Access → Privilege Escalation via Sudo OR ADB Access → Root Access,Recon → Credential Access → Initial Access → Privilege Escalation,Enumeration; Credential Extraction; SSH Access; ADB Access; Privilege Escalation,Web Enumeration; Credential Extraction; SSH Key Abuse; Alternative Access Paths (ADB); Privilege Escalation,1.5-2 hours,1.75,6,Web Application (HTTP) → Network Service (SSH/ADB)
76,Library 2,VulnHub,0,Linux,"Web Server, FTP, PHP",Easy,1,Mixed (Web + Network),Mixed Exploitation (Web → FTP → Privilege Escalation),SQL Injection → Credential Extraction → FTP Access → File Upload Bypass → Web Shell Execution → Credential Disclosure (Mail File) → Privilege Escalation,Recon → Credential Access → Initial Access → Execution → Privilege Escalation,Enumeration; SQL Injection; FTP Access; File Upload; Netcat; Privilege Escalation,Web Enumeration; SQL Injection; FTP Abuse; File Upload Bypass; Privilege Escalation,2 hours,2,7,Web Application (HTTP) → Network Service (FTP)
77,WestWild 2,VulnHub,0,Linux,"Web Server, CMS Made Simple",Medium,2,Web Exploitation,Web Application Exploitation,Weak Credentials (Bruteforce) → Authenticated RCE (CMSMS Showtime2 Plugin) → SUID Binary Abuse → PATH Hijacking → Writable /etc/passwd → Privilege Escalation,Recon → Credential Access → Initial Access → Execution → Privilege Escalation,Enumeration; Directory Bruteforce; Burp Suite; Brute Force; Metasploit; Privilege Escalation,Web Enumeration; Brute Force; Plugin Exploitation; PATH Hijacking; Privilege Escalation,2-2.5 hours,2.25,8,Web Application (HTTP)
78,LAMPSecurity CTF8,VulnHub,0,Linux,LAMP Stack Web Server,Medium,2,Web Exploitation,Web Application Exploitation,Cross-Site Scripting (Stored XSS) → Session Hijacking → Privilege Abuse (CMS Access) → Credential Dumping → Password Cracking → SSH Brute Force → Sudo Misconfiguration → Privilege Escalation,Recon → Initial Access → Credential Access → Privilege Escalation → Lateral Movement → Privilege Escalation,Enumeration; Web Enumeration; Directory Bruteforce; Burp Suite; Hash Cracking; Brute Force; SSH Access; Privilege Escalation,Web Enumeration; XSS; Session Hijacking; Credential Extraction; Password Cracking; SSH Brute Force; Privilege Escalation,2.5-3 hours,2.75,9,"Web Application (HTTP, SSH)"
79,Xerxes 1,VulnHub,0,Linux,Web Server + SSH,Hard,3,Web Exploitation,Web Application Exploitation,QR Code Data Leakage → Hidden Data Encoding (Base64 + Image Steganography + Brainfuck) → File Upload Vulnerability (Improper Extension Filtering) → Remote Code Execution (Web Shell) → Credential Disclosure (.bash_history) → Insecure Deserialization (Pickle) → SSH Key Exposure → Weak Hash-Based Authentication → Sudo Privilege Escalation,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Lateral Movement → Privilege Escalation,Enumeration; Directory Bruteforce; Encoding/Decoding; Steganography; Web Exploitation; Remote Code Execution; SSH Access; Privilege Escalation,Web Enumeration; Encoding/Decoding; Steganography; File Upload Bypass; Remote Code Execution; Credential Extraction; Insecure Deserialization; SSH Key Abuse; Privilege Escalation,3-3.5 hours,3.25,10,"Web Application + Local Privilege Escalation (HTTP, SSH)"
80,De-ICE S1.140,VulnHub,0,Linux,Web Server + Database + FTP + SSH,Hard,3,Web Exploitation,Web Application + Credential Chain Exploitation,Information Disclosure (Auth Logs) → Credential Reuse → Webmail Access → Database Credential Exposure → FTP Misconfiguration → Encrypted Backup Leakage → Weak Encryption Key Exposure → Password Hash Cracking → Sudo Misconfiguration → Privilege Escalation,Recon → Initial Access → Credential Access → Lateral Movement → Credential Access → Privilege Escalation → Data Exfiltration → Privilege Escalation,Enumeration; Directory Bruteforce; Log Analysis; Webmail Access; Database Access; FTP Access; Decryption; Hash Cracking; SSH Access; Privilege Escalation,Log Analysis; Web Enumeration; Credential Extraction; Webmail Access; Database Enumeration; FTP Access; Decryption; Password Cracking; SSH Access; Privilege Escalation,3-4 hours,3.5,10,"Web + System (HTTP, HTTPS, FTP, SSH, MySQL)"
81,Quaoar,VulnHub,0,Linux,Web Server + WordPress + SSH,Easy,1,Web Exploitation,Web Application Exploitation,Default Credentials (WordPress Admin) → Arbitrary File Upload (Theme Injection) → Remote Code Execution (Web Shell) → Credential Disclosure (wp-config.php) → Privilege Escalation via Root Credentials,Recon → Initial Access → Execution → Credential Access → Privilege Escalation,Enumeration; WordPress Enumeration; Web Exploitation; File Upload; Netcat; Credential Extraction; Privilege Escalation,WordPress Enumeration; Default Credentials Abuse; File Upload; Webshell Execution; Credential Extraction; Privilege Escalation,1.5-2 hours,1.75,7,"Web + System (HTTP, SSH)"
82,Tr0ll 2,VulnHub,0,Linux,Web Server + FTP + SSH,Hard,3,Binary Exploitation,Mixed Exploitation (Web + Network + Binary Exploitation),Information Disclosure (robots.txt + Image Metadata) → Base64 Encoding → Weak FTP Credentials → Zip Password Protection (Cracked via Wordlist) → SSH Key Exposure → Shellshock Vulnerability → Remote Code Execution → SUID Binary Vulnerability → Buffer Overflow → Privilege Escalation,Recon → Initial Access → Execution → Credential Access → Execution → Privilege Escalation,Enumeration; Directory Bruteforce; Encoding/Decoding; FTP Access; Archive Cracking; SSH Access; Shellshock; Metasploit; Binary Analysis; Buffer Overflow; Privilege Escalation,Web Enumeration; Data Extraction; Encoding/Decoding; Credential Guessing; Archive Cracking; SSH Key Abuse; Remote Code Execution; Buffer Overflow; Privilege Escalation,3.5-4 hours,3.75,10,"Web + System + Binary Exploitation (HTTP, FTP, SSH)"
83,Skytower,VulnHub,0,Linux,Web Server + MySQL + SSH + Proxy,Medium,2,Web Exploitation,Web Application + Credential Chain Exploitation,SQL Injection (Authentication Bypass) → Information Disclosure (Credentials via SQLi + Source Code) → Proxy Misconfiguration (SSH via Proxy) → Restricted Shell Bypass → Database Credential Exposure → Credential Reuse → Sudo Misconfiguration → Privilege Escalation,Recon → Initial Access → Execution → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; SQL Injection; Pivoting; SSH Access; MySQL Access; Credential Extraction; Privilege Escalation,Web Enumeration; SQL Injection; Proxy Exploitation; Restricted Shell Escape; Database Enumeration; Credential Reuse; Privilege Escalation,2.5-3 hours,2.75,9,"Web + System (HTTP, SSH, MySQL, Proxy)"
84,PwnLab,VulnHub,0,Linux,Web Server + MySQL,Hard,3,Web Exploitation,Web Application + File Inclusion Exploitation,Local File Inclusion (LFI) (PHP Wrapper) → Credential Disclosure (config.php) → Database Credential Extraction → Weak Credential Storage (Base64) → File Upload Restriction Bypass → Remote Code Execution (Webshell) → SUID Binary Abuse → PATH Manipulation → Command Injection (Root Execution),Recon → Initial Access → Execution → Credential Access → Privilege Escalation,Enumeration; Local File Inclusion; PHP Wrapper; MySQL Access; Credential Extraction; File Upload Bypass; Webshell; SUID Abuse; PATH Hijacking; Command Injection,Web Enumeration; Local File Inclusion; Config Extraction; Database Enumeration; Credential Extraction; File Upload Bypass; Webshell Execution; SUID Exploitation; PATH Hijacking; Command Injection,3-3.5 hours,3.25,10,"Web + System (HTTP, MySQL)"
85,MrRobot,VulnHub,0,Linux,WordPress Web Server,Medium,2,Credential-Based Exploitation,WordPress Exploitation + Credential Cracking,Information Disclosure (robots.txt) → Username Enumeration → Wordlist Exposure (fsocity.dic) → Weak Password (Bruteforce via WPScan) → Authenticated RCE (WordPress Theme Injection) → Hash Exposure (MD5) → Credential Cracking → SUID Binary Abuse (nmap interactive shell),Recon → Initial Access → Execution → Credential Access → Privilege Escalation,Enumeration; Robots.txt Analysis; User Enumeration; Wordlist Exposure; Brute Force; WordPress Exploitation; Authenticated RCE; Hash Cracking; SUID Abuse; Nmap Scripting,Web Enumeration; Robots.txt Analysis; Wordlist Generation; WordPress Enumeration; WordPress Exploitation; Reverse Shell; Meterpreter; Hash Cracking; SUID Enumeration; Nmap Scripting,3-4 hours,3.5,11,"Web + System (HTTP, HTTPS, SSH)"
86,Droopy,VulnHub,0,Linux,Drupal Web Server,Hard,3,Cryptographic Exploitation,Drupal Exploitation + Cryptographic Attack,Drupalgeddon RCE (Drupal CMS Exploit) → Kernel Exploit (OverlayFS Privilege Escalation) → Sensitive File Exposure (TrueCrypt Volume) → Information Disclosure (Email Hint) → Custom Wordlist Generation → Dictionary Attack (TrueCrack) → Encrypted Volume Decryption (VeraCrypt) → Credential Extraction → Flag Extraction,Recon → Initial Access → Execution → Privilege Escalation → Credential Access → Collection,Enumeration; Drupal Exploitation; Kernel Exploitation; File Disclosure; Wordlist Generation; Brute Force; Encrypted Volume Analysis,Web Enumeration; CMS Enumeration; CMS Exploitation; Kernel Enumeration; Privilege Escalation; File Extraction; Mail Enumeration; Wordlist Generation; Archive Cracking; Decryption; File Enumeration,3.5-4 hours,3.75,12,Web + System + Crypto (HTTP)
87,Sidney,VulnHub,0,Linux,Web Server,Hard,3,Web Exploitation,Web Exploitation + Custom Wordlist Attack,Information Disclosure (View Source) → Username Enumeration → Password Pattern Leakage → Custom Wordlist Generation (Crunch) → Credential Brute Force (Burp Suite) → Authenticated File Upload (PHP Webshell) → Remote Code Execution → Kernel Exploit (BPF Privilege Escalation) → Encrypted Archive Cracking (ZIP Password) → Credential Extraction → Flag Extraction,Recon → Initial Access → Execution → Privilege Escalation → Credential Access → Collection,Enumeration; Source Code Analysis; Password Pattern Analysis; Wordlist Generation; Brute Force; File Upload; Webshell; Kernel Exploitation; BPF Analysis; Archive Cracking,Web Enumeration; Source Code Analysis; Password Pattern Analysis; Wordlist Generation; Brute Force; File Upload; Reverse Shell; Meterpreter; Privilege Escalation; File Discovery; Archive Cracking,3.5-4 hours,3.75,12,Web + System + Crypto (HTTP)
