Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
46,Jarbas 1,VulnHub,0,Linux,,Medium,2,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → Hash Cracking → Service Exploitation → Remote Code Execution → Cron Abuse → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Hash Cracking; Service Exploitation; Metasploit; Cron Analysis; SUID Exploitation; Privilege Escalation,Web Enumeration; Hash Cracking; CMS Exploitation; Remote Code Execution; Cron Abuse; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,7,Hash Disclosure (access.html page contains MD5 password hashes)
47,Lampiao 1,VulnHub,0,Linux,,Easy,1,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → CMS Exploitation → Remote Code Execution → Kernel Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; CMS Exploitation; Metasploit; Kernel Exploitation; Privilege Escalation,Web Enumeration; CMS Exploitation; Remote Code Execution; Kernel Exploitation; Privilege Escalation,1-2 hours,1.5,5,Drupal CMS exploit (Drupalgeddon2 - port 1898)
48,Fowsniff 1,VulnHub,0,Linux,,Medium,2,Network Exploitation,Multi-Stage Exploitation,Information Disclosure → Hash Cracking → Brute Force → Network Enumeration → SSH Access → Cron Abuse → Privilege Escalation,Recon → Credential Access → Exploitation → Lateral Movement → Privilege Escalation,Enumeration; OSINT; Hash Cracking; Brute Force; POP3 Access; SSH Access; Cron Abuse; Privilege Escalation,Network Enumeration; Information Disclosure; Hash Cracking; Brute Force; SSH Access; Cron Abuse; Privilege Escalation,2-3 hours,2.5,7,OSINT - leaked credentials on Pastebin (MD5 hashes from data breach)
49,Typhoon 1.02,VulnHub,0,Linux,,Medium,2,Network Exploitation,Multi-Stage Exploitation,Web Enumeration → MongoDB Credential Exposure → SSH Access → Kernel Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Network Enumeration; Credential Extraction; SSH Access; Kernel Exploitation; Privilege Escalation,Network Enumeration; Web Enumeration; Credential Extraction; SSH Access; Kernel Exploitation; Privilege Escalation,2-3 hours,2.5,7,MongoDB Admin Panel (unauthenticated /mongoadmin exposing credentials)
50,DC-1,VulnHub,0,Linux,,Easy,1,Web Exploitation,Multi-Stage Exploitation,Web Enumeration → CMS Exploitation → Remote Code Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; CMS Exploitation; Metasploit; SUID Exploitation; Privilege Escalation,Web Enumeration; CMS Exploitation; Remote Code Execution; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,5,Drupal CMS exploit (Drupalgeddon2)
51,SP eric,VulnHub,0,Linux,,Easy,1,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → Git Enumeration → Source Code Disclosure → Credential Extraction → File Upload Exploitation → Reverse Shell → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Privilege Escalation,Enumeration; Git Enumeration; Source Code Disclosure; Credential Extraction; File Upload; Reverse Shell; Privilege Escalation,Web Enumeration; Git Enumeration; Source Code Disclosure; Credential Extraction; File Upload Exploitation; Reverse Shell; Privilege Escalation,2-3 hours,2.5,7,Git Repository Exposure (.git directory accessible via web)
52,DC-2,VulnHub,0,Linux,,Medium,2,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → WordPress Enumeration → Wordlist Generation → CMS Exploitation → SSH Access → Restricted Shell Escape → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Lateral Movement → Privilege Escalation,Enumeration; WordPress Enumeration; Wordlist Generation; CMS Exploitation; SSH Access; Restricted Shell Escape; Sudo Exploitation; Privilege Escalation,Web Enumeration; WordPress Enumeration; Wordlist Generation; CMS Exploitation; SSH Access; Restricted Shell Escape; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,WordPress site (credentials via CeWL wordlist + WPScan brute force)
53,DC-3,VulnHub,0,Linux,,Medium,2,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → SQL Injection → Database Enumeration → Hash Cracking → CMS Exploitation → File Upload Exploitation → Reverse Shell → Kernel Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Web Access → Execution → Privilege Escalation,Enumeration; SQL Injection; Hash Cracking; CMS Exploitation; File Upload; Reverse Shell; Kernel Exploitation; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Hash Cracking; CMS Exploitation; File Upload Exploitation; Reverse Shell; Kernel Exploitation; Privilege Escalation,2-3 hours,2.5,9,Joomla 3.7 SQL Injection (CVE-2017-8917 via com_fields parameter)
54,Born2Root 2,VulnHub,0,Linux,,Medium,2,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → CMS Exploitation → Wordlist Generation → Authentication Bypass → File Upload Exploitation → Reverse Shell → Source Code Disclosure → Credential Extraction → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Credential Access → Privilege Escalation,Enumeration; CMS Exploitation; Wordlist Generation; Authentication Bypass; File Upload; Reverse Shell; Source Code Disclosure; Credential Extraction; Sudo Exploitation; Privilege Escalation,Web Enumeration; CMS Exploitation; Wordlist Generation; Authentication Bypass; File Upload Exploitation; Reverse Shell; Source Code Disclosure; Credential Extraction; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,10,Joomla CMS (default admin credentials found via CeWL wordlist)
55,Sputnik 1,VulnHub,0,Linux,,Medium,2,Network Exploitation,Multi-Stage Network Exploitation,Network Enumeration → Git Enumeration → Credential Extraction → Service Exploitation → Remote Code Execution → Privilege Escalation,Recon → Enumeration → Credential Access → Exploitation → Execution → Privilege Escalation,Enumeration; Git Enumeration; Credential Extraction; Splunk Exploitation; Remote Code Execution; Privilege Escalation,Network Enumeration; Git Enumeration; Credential Extraction; Service Exploitation; Remote Code Execution; Privilege Escalation,2-3 hours,2.5,6,Git Repository Exposure (port 55555 reveals GitHub repo link with credentials in commit history)
56,PumpkinGarden,VulnHub,0,Linux,,Easy,1,Network Exploitation,Multi-Stage Exploitation,FTP Anonymous Access → Hidden File Discovery → Encoding/Decoding → SSH Access → Credential Extraction → Kernel Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; FTP Anonymous Access; Hidden File Discovery; Encoding/Decoding; SSH Access; Credential Extraction; Kernel Exploitation; Privilege Escalation,Network Enumeration; Hidden File Discovery; Encoding/Decoding; SSH Access; Credential Extraction; Kernel Exploitation; Privilege Escalation,1-2 hours,1.5,7,FTP Anonymous Access (port 21) + Hidden file with base64 encoded credentials
57,PumpkinFestival,VulnHub,0,Linux,,Medium,2,Network Exploitation,Multi-Stage Exploitation,FTP Anonymous Access → Web Enumeration → WordPress Enumeration → Encoding/Decoding → CMS Exploitation → Brute Force → Archive Cracking → SSH Key Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; FTP Anonymous Access; WordPress Enumeration; Encoding/Decoding; CMS Exploitation; Brute Force; Archive Cracking; SSH Key Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,Network Enumeration; Web Enumeration; WordPress Enumeration; Encoding/Decoding; CMS Exploitation; Brute Force; Archive Cracking; SSH Key Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,4+ hours,4.5,11,Multiple: FTP Anonymous Access + WordPress on custom domain + SSH Key in nested FTP archive
58,HackMe 1,VulnHub,0,Linux,,Medium,2,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → SQL Injection → Database Enumeration → Hash Cracking → File Upload Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Web Access → Execution → Privilege Escalation,Enumeration; SQL Injection; Hash Cracking; File Upload; Webshell Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Hash Cracking; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,8,SQL Injection (POST request via BurpSuite interception)
59,Sunset,VulnHub,0,Linux,,Easy,1,Network Exploitation,Multi-Stage Network Exploitation,FTP Anonymous Access → Hash Cracking → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; FTP Anonymous Access; Hash Cracking; SSH Access; Sudo Exploitation; Privilege Escalation,Network Enumeration; Hash Cracking; SSH Access; Sudo Exploitation; Privilege Escalation,<1 hour,0.5,5,FTP Anonymous Access (backup file with shadow hashes)
60,Ted 1,VulnHub,0,Linux,,Medium,2,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → Authentication Bypass → Local File Inclusion → Log File Injection → Command Injection → Reverse Shell → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Authentication Bypass; Local File Inclusion; Log File Injection; Command Injection; Reverse Shell; Sudo Exploitation; Privilege Escalation,Web Enumeration; Authentication Bypass; Local File Inclusion; Log File Injection; Command Injection; Reverse Shell; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,Authentication Bypass (SHA-256 hash-based login) leading to LFI via file browser
61,DPWWN 1,VulnHub,0,Linux,,Easy,1,Network Exploitation,Multi-Stage Network Exploitation,Network Enumeration → Default Credentials → Database Enumeration → Credential Extraction → SSH Access → Cron Abuse → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; MySQL Access; Default Credentials; Database Enumeration; Credential Extraction; SSH Access; Cron Analysis; Privilege Escalation,Network Enumeration; Default Credentials; Database Enumeration; Credential Extraction; SSH Access; Cron Abuse; Privilege Escalation,1-2 hours,1.5,7,"MySQL Default Credentials (root with blank password, port 3306)"
62,The Library 2,VulnHub,0,Linux,,Medium,2,Web Exploitation,Multi-Stage Web Exploitation,Web Enumeration → SQL Injection → Database Enumeration → Credential Extraction → FTP Anonymous Access → File Upload Exploitation → File Extension Bypass → Reverse Shell → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Execution → Privilege Escalation,Enumeration; SQL Injection; Database Enumeration; FTP Anonymous Access; File Upload; File Extension Bypass; Reverse Shell; Credential Extraction; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; Network Enumeration; File Upload Exploitation; File Extension Bypass; Reverse Shell; Privilege Escalation,2-3 hours,2.5,10,SQL Injection (POST parameter on library.php - discovered via Burp GET→POST conversion)
63,WestWild 1.1,VulnHub,0,Linux,,Medium,2,Network Exploitation,Multi-Stage Network Exploitation,Network Enumeration → SMB Anonymous Access → Encoding/Decoding → Credential Extraction → SSH Access → Hidden File Discovery → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Network Enumeration; SMB Access; Encoding/Decoding; Credential Extraction; SSH Access; Hidden File Discovery; Sudo Exploitation; Privilege Escalation,Network Enumeration; SMB Anonymous Access; Encoding/Decoding; Credential Extraction; SSH Access; Hidden File Discovery; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,9,SMB Anonymous Access (wave share containing base64 encoded credentials)
64,DPWWN 2,VulnHub,0,Linux,,Medium,2,Mixed (Web + Network),Multi-Stage Web Exploitation,Web Enumeration → WordPress Enumeration → Local File Inclusion → Network Enumeration → File Upload via NFS → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Local File Inclusion; NFS Exploitation; File Upload; Webshell Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; WordPress Enumeration; Local File Inclusion; Network Enumeration; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,8,WordPress Plugin LFI (Site Editor 1.1.1) + NFS Share for shell upload
65,Broken Gallery,VulnHub,0,Linux,,Easy,1,Network Exploitation,Multi-Stage Network Exploitation,Web Enumeration → Brute Force → SSH Access → Hidden File Discovery → Script Analysis → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Brute Force; SSH Access; Hidden File Discovery; Script Analysis; Sudo Exploitation; Privilege Escalation,Web Enumeration; Brute Force; SSH Access; Hidden File Discovery; Source Code Disclosure; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,SSH Brute Force (wordlist from HTTP file listing)
66,GrimTheRipper 1,VulnHub,0,Linux,,Medium,2,Web Exploitation,Web Application Exploitation,Web Enumeration → Source Code Disclosure → Encoding/Decoding → WordPress Enumeration → CMS Exploitation → File Upload Exploitation → Webshell Execution → Kernel Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Privilege Escalation,Enumeration; Source Code Disclosure; Encoding/Decoding; WordPress Enumeration; CMS Exploitation; Metasploit; Kernel Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Encoding/Decoding; WordPress Enumeration; CMS Exploitation; File Upload Exploitation; Webshell Execution; Kernel Exploitation; Privilege Escalation,2-3 hours,2.5,9,Hidden WordPress directory discovered via base64 → binary decoding chain in page source
